text,level
ASAP (As Soon As Possible). High-Impact. Please handle this immediately.,1
EOD (End of Day). Attendance correction needed. Please handle this immediately.,1
ASAP (As Soon As Possible). Finalize time diaries for this month. Please handle this immediately.,1
Update your shift timing. COB (Close of Business). Please handle this immediately.,1
Add time diary for this month ASAP. Time diary flagged for escalation. Please handle this immediately.,1
No Later Than. Blocking Task. Please handle this immediately.,1
Respond Promptly. Sign Off Required. Please handle this immediately.,1
Final Approval Needed. Act Now. Please handle this immediately.,1
Resolve This Today. Deliverables Due. Please handle this immediately.,1
Must Be Done Today. Deadline Approaching. Please handle this immediately.,1
Update your shift timing. Escalated Task. Please handle this immediately.,1
Pending Response. Deliverables Due. Please handle this immediately.,1
Time-Sensitive. Finalize Urgently. Please handle this immediately.,1
Completion Needed. Act Now. Please handle this immediately.,1
Within the Hour. Requires Quick Turnaround. Please handle this immediately.,1
Deadline Approaching. High-Impact. Please handle this immediately.,1
Address This Quickly. Update your shift timing. Please handle this immediately.,1
Immediate Action Required. Urgent by Tomorrow. Please handle this immediately.,1
Update time diary for specific dates. Red Flag. Please handle this immediately.,1
Time-Critical. Time diary flagged for escalation. Please handle this immediately.,1
Follow Up Immediately. Ensure clock out by EOD. Please handle this immediately.,1
Act Now. High Stakes. Please handle this immediately.,1
ASAP (As Soon As Possible). Must Be Done Today. Please handle this immediately.,1
COB (Close of Business). High-Impact. Please handle this immediately.,1
Immediate Action Required. Urgent: Missing clock-in entry. Please handle this immediately.,1
Deliverables Due. Finalize time diaries for this month. Please handle this immediately.,1
Follow Up Immediately. Deliverables Due. Please handle this immediately.,1
Escalated Task. Handle Without Delay. Please handle this immediately.,1
Handle Without Delay. Time-Sensitive. Please handle this immediately.,1
"Today, Not Tomorrow. Completion Needed. Please handle this immediately.",1
Finalize time diaries for this month. Address This Quickly. Please handle this immediately.,1
Top Priority. Clock-in compliance incomplete. Please handle this immediately.,1
Clock in immediately. Red Flag. Please handle this immediately.,1
Add time diary for this month ASAP. Completion Needed. Please handle this immediately.,1
Ensure clock out by EOD. Resolve This Today. Please handle this immediately.,1
Take Action Immediately. Do Not Delay. Please handle this immediately.,1
Escalated Task. By Noon. Please handle this immediately.,1
Blocking Task. On Fire. Please handle this immediately.,1
Time-Sensitive. Immediate Action Required. Please handle this immediately.,1
Ensure clock out by EOD. High Stakes. Please handle this immediately.,1
No Later Than. Needs Your Input. Please handle this immediately.,1
Escalated Task. Within the Hour. Please handle this immediately.,1
Time-Sensitive. Top Priority. Please handle this immediately.,1
Attendance correction needed. Urgent by Tomorrow. Please handle this immediately.,1
Sign Off Required. P1 (Priority 1). Please handle this immediately.,1
EOD (End of Day). Act Now. Please handle this immediately.,1
Urgent by Tomorrow. Resolve This Today. Please handle this immediately.,1
"Today, Not Tomorrow. P1 (Priority 1). Please handle this immediately.",1
Sign Off Required. Needs Your Input. Please handle this immediately.,1
Finalize time diaries for this month. Requires Quick Turnaround. Please handle this immediately.,1
Blocking Task. Submit time diaries for approval. Please handle this immediately.,1
Urgent by Tomorrow. Red Flag. Please handle this immediately.,1
P1 (Priority 1). Pending Response. Please handle this immediately.,1
Needs Your Input. Blocking Task. Please handle this immediately.,1
Urgent by Tomorrow. Final Approval Needed. Please handle this immediately.,1
COB (Close of Business). Complete today's time diary by EOD. Please handle this immediately.,1
Urgent by Tomorrow. Time-Critical. Please handle this immediately.,1
Final Approval Needed. Deadline Approaching. Please handle this immediately.,1
Time diary flagged for escalation. Within the Hour. Please handle this immediately.,1
