processed_text,subject,body,urgency
Network Crash Impacting All Users. Firewall settings need to be reviewed to address the security breach.,Network Crash Impacting All Users,Firewall settings need to be reviewed to address the security breach.,urgent
Follow-Up: Employee Satisfaction Survey. Please update the user profile picture at your earliest convenience.,Follow-Up: Employee Satisfaction Survey,Please update the user profile picture at your earliest convenience.,not_urgent
Network Crash Impacting All Users. All transactions are failing due to a payment gateway issue.,Network Crash Impacting All Users,All transactions are failing due to a payment gateway issue.,urgent
Policy Update: Work from Home Guidelines. We would like your input on the new website design.,Policy Update: Work from Home Guidelines,We would like your input on the new website design.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Firewall settings need to be reviewed to address the security breach.,Data Breach Confirmed! Urgent Investigation Needed,Firewall settings need to be reviewed to address the security breach.,urgent
Reminder: Upcoming Maintenance. The issue is not urgent and can wait for regular working hours.,Reminder: Upcoming Maintenance,The issue is not urgent and can wait for regular working hours.,not_urgent
Critical Alert: Unauthorized Access Detected. Firewall settings need to be reviewed to address the security breach.,Critical Alert: Unauthorized Access Detected,Firewall settings need to be reviewed to address the security breach.,urgent
Emergency: Hardware Malfunction. Please address this issue before the end of the day to avoid escalation.,Emergency: Hardware Malfunction,Please address this issue before the end of the day to avoid escalation.,urgent
Reminder: Upcoming Maintenance. Review the updated work-from-home guidelines attached herewith.,Reminder: Upcoming Maintenance,Review the updated work-from-home guidelines attached herewith.,not_urgent
Policy Update: Work from Home Guidelines. Can you confirm the leave balance for the current year?,Policy Update: Work from Home Guidelines,Can you confirm the leave balance for the current year?,not_urgent
Confirmation of Office Directory Update. The office directory update is pending; kindly confirm the changes.,Confirmation of Office Directory Update,The office directory update is pending; kindly confirm the changes.,not_urgent
High-Priority: Payment Gateway Down. All transactions are failing due to a payment gateway issue.,High-Priority: Payment Gateway Down,All transactions are failing due to a payment gateway issue.,urgent
"System Outage: Immediate Action Required. The main network is down, affecting all departments.",System Outage: Immediate Action Required,"The main network is down, affecting all departments.",urgent
Query Regarding Leave Balances. Can you confirm the leave balance for the current year?,Query Regarding Leave Balances,Can you confirm the leave balance for the current year?,not_urgent
Policy Update: Work from Home Guidelines. The issue is not urgent and can wait for regular working hours.,Policy Update: Work from Home Guidelines,The issue is not urgent and can wait for regular working hours.,not_urgent
Policy Update: Work from Home Guidelines. Can you confirm the leave balance for the current year?,Policy Update: Work from Home Guidelines,Can you confirm the leave balance for the current year?,not_urgent
Request for Profile Update. Please update the user profile picture at your earliest convenience.,Request for Profile Update,Please update the user profile picture at your earliest convenience.,not_urgent
Routine Check: System Logs. Review the updated work-from-home guidelines attached herewith.,Routine Check: System Logs,Review the updated work-from-home guidelines attached herewith.,not_urgent
Monthly Performance Review Meeting. This is not critical and can be resolved later.,Monthly Performance Review Meeting,This is not critical and can be resolved later.,not_urgent
Suggestion: Enhance FAQ Section. The issue is not urgent and can wait for regular working hours.,Suggestion: Enhance FAQ Section,The issue is not urgent and can wait for regular working hours.,not_urgent
Query Regarding Leave Balances. This is a reminder about the scheduled maintenance this weekend.,Query Regarding Leave Balances,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Production Server Failure: Resolve ASAP. Production servers are overheating; shutdown required to prevent damage.,Production Server Failure: Resolve ASAP,Production servers are overheating; shutdown required to prevent damage.,urgent
"Critical Alert: Unauthorized Access Detected. The main network is down, affecting all departments.",Critical Alert: Unauthorized Access Detected,"The main network is down, affecting all departments.",urgent
Network Crash Impacting All Users. Please address this issue before the end of the day to avoid escalation.,Network Crash Impacting All Users,Please address this issue before the end of the day to avoid escalation.,urgent
Routine Check: System Logs. This is a reminder about the scheduled maintenance this weekend.,Routine Check: System Logs,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Reminder: Upcoming Maintenance. Please provide feedback on the recent satisfaction survey results.,Reminder: Upcoming Maintenance,Please provide feedback on the recent satisfaction survey results.,not_urgent
Request for Profile Update. Please provide feedback on the recent satisfaction survey results.,Request for Profile Update,Please provide feedback on the recent satisfaction survey results.,not_urgent
Follow-Up: Employee Satisfaction Survey. The issue is not urgent and can wait for regular working hours.,Follow-Up: Employee Satisfaction Survey,The issue is not urgent and can wait for regular working hours.,not_urgent
Query Regarding Leave Balances. Performance reviews for all employees will be conducted next week.,Query Regarding Leave Balances,Performance reviews for all employees will be conducted next week.,not_urgent
Critical Bug in Production Environment. Firewall settings need to be reviewed to address the security breach.,Critical Bug in Production Environment,Firewall settings need to be reviewed to address the security breach.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Unauthorized access detected; escalate to the security team immediately.,Data Breach Confirmed! Urgent Investigation Needed,Unauthorized access detected; escalate to the security team immediately.,urgent
Confirmation of Office Directory Update. We would like your input on the new website design.,Confirmation of Office Directory Update,We would like your input on the new website design.,not_urgent
Production Server Failure: Resolve ASAP. Please address this issue before the end of the day to avoid escalation.,Production Server Failure: Resolve ASAP,Please address this issue before the end of the day to avoid escalation.,urgent
Confirmation of Office Directory Update. Please update the user profile picture at your earliest convenience.,Confirmation of Office Directory Update,Please update the user profile picture at your earliest convenience.,not_urgent
Urgent: Stakeholder Meeting Postponed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Urgent: Stakeholder Meeting Postponed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Feedback Needed on Website Design. We would like your input on the new website design.,Feedback Needed on Website Design,We would like your input on the new website design.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Firewall settings need to be reviewed to address the security breach.,Data Breach Confirmed! Urgent Investigation Needed,Firewall settings need to be reviewed to address the security breach.,urgent
Security Incident: Firewall Breach. A critical bug has been detected that is halting operations.,Security Incident: Firewall Breach,A critical bug has been detected that is halting operations.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Production servers are overheating; shutdown required to prevent damage.,Data Breach Confirmed! Urgent Investigation Needed,Production servers are overheating; shutdown required to prevent damage.,urgent
Reminder: Upcoming Maintenance. The issue is not urgent and can wait for regular working hours.,Reminder: Upcoming Maintenance,The issue is not urgent and can wait for regular working hours.,not_urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
Reminder: Upcoming Maintenance. Routine log checks are required as part of the maintenance schedule.,Reminder: Upcoming Maintenance,Routine log checks are required as part of the maintenance schedule.,not_urgent
Suggestion: Enhance FAQ Section. This is a reminder about the scheduled maintenance this weekend.,Suggestion: Enhance FAQ Section,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Data Breach Confirmed! Urgent Investigation Needed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Security Incident: Firewall Breach. The entire system is unresponsive and needs immediate resolution.,Security Incident: Firewall Breach,The entire system is unresponsive and needs immediate resolution.,urgent
Routine Check: System Logs. Consider adding more details to the FAQ section for better clarity.,Routine Check: System Logs,Consider adding more details to the FAQ section for better clarity.,not_urgent
Routine Check: System Logs. Please provide feedback on the recent satisfaction survey results.,Routine Check: System Logs,Please provide feedback on the recent satisfaction survey results.,not_urgent
Query Regarding Leave Balances. This is not critical and can be resolved later.,Query Regarding Leave Balances,This is not critical and can be resolved later.,not_urgent
Feedback Needed on Website Design. The office directory update is pending; kindly confirm the changes.,Feedback Needed on Website Design,The office directory update is pending; kindly confirm the changes.,not_urgent
Routine Check: System Logs. This is not critical and can be resolved later.,Routine Check: System Logs,This is not critical and can be resolved later.,not_urgent
"Critical Alert: Unauthorized Access Detected. The main network is down, affecting all departments.",Critical Alert: Unauthorized Access Detected,"The main network is down, affecting all departments.",urgent
Monthly Performance Review Meeting. Review the updated work-from-home guidelines attached herewith.,Monthly Performance Review Meeting,Review the updated work-from-home guidelines attached herewith.,not_urgent
Network Crash Impacting All Users. The entire system is unresponsive and needs immediate resolution.,Network Crash Impacting All Users,The entire system is unresponsive and needs immediate resolution.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Production servers are overheating; shutdown required to prevent damage.,Data Breach Confirmed! Urgent Investigation Needed,Production servers are overheating; shutdown required to prevent damage.,urgent
Confirmation of Office Directory Update. Review the updated work-from-home guidelines attached herewith.,Confirmation of Office Directory Update,Review the updated work-from-home guidelines attached herewith.,not_urgent
Reminder: Upcoming Maintenance. Performance reviews for all employees will be conducted next week.,Reminder: Upcoming Maintenance,Performance reviews for all employees will be conducted next week.,not_urgent
Query Regarding Leave Balances. Routine log checks are required as part of the maintenance schedule.,Query Regarding Leave Balances,Routine log checks are required as part of the maintenance schedule.,not_urgent
Emergency: Hardware Malfunction. Unauthorized access detected; escalate to the security team immediately.,Emergency: Hardware Malfunction,Unauthorized access detected; escalate to the security team immediately.,urgent
Data Breach Confirmed! Urgent Investigation Needed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Data Breach Confirmed! Urgent Investigation Needed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
High-Priority: Payment Gateway Down. The entire system is unresponsive and needs immediate resolution.,High-Priority: Payment Gateway Down,The entire system is unresponsive and needs immediate resolution.,urgent
Feedback Needed on Website Design. Please provide feedback on the recent satisfaction survey results.,Feedback Needed on Website Design,Please provide feedback on the recent satisfaction survey results.,not_urgent
Query Regarding Leave Balances. The issue is not urgent and can wait for regular working hours.,Query Regarding Leave Balances,The issue is not urgent and can wait for regular working hours.,not_urgent
Network Crash Impacting All Users. The scheduled meeting with stakeholders has been delayed; inform all parties.,Network Crash Impacting All Users,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
"Data Breach Confirmed! Urgent Investigation Needed. The main network is down, affecting all departments.",Data Breach Confirmed! Urgent Investigation Needed,"The main network is down, affecting all departments.",urgent
Data Breach Confirmed! Urgent Investigation Needed. Unauthorized access detected; escalate to the security team immediately.,Data Breach Confirmed! Urgent Investigation Needed,Unauthorized access detected; escalate to the security team immediately.,urgent
High-Priority: Payment Gateway Down. The scheduled meeting with stakeholders has been delayed; inform all parties.,High-Priority: Payment Gateway Down,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Routine Check: System Logs. The issue is not urgent and can wait for regular working hours.,Routine Check: System Logs,The issue is not urgent and can wait for regular working hours.,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Emergency: Hardware Malfunction. The scheduled meeting with stakeholders has been delayed; inform all parties.,Emergency: Hardware Malfunction,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Follow-Up: Employee Satisfaction Survey. This is not critical and can be resolved later.,Follow-Up: Employee Satisfaction Survey,This is not critical and can be resolved later.,not_urgent
System Outage: Immediate Action Required. The scheduled meeting with stakeholders has been delayed; inform all parties.,System Outage: Immediate Action Required,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Critical Bug in Production Environment. All transactions are failing due to a payment gateway issue.,Critical Bug in Production Environment,All transactions are failing due to a payment gateway issue.,urgent
Suggestion: Enhance FAQ Section. Can you confirm the leave balance for the current year?,Suggestion: Enhance FAQ Section,Can you confirm the leave balance for the current year?,not_urgent
Routine Check: System Logs. We would like your input on the new website design.,Routine Check: System Logs,We would like your input on the new website design.,not_urgent
Critical Bug in Production Environment. Firewall settings need to be reviewed to address the security breach.,Critical Bug in Production Environment,Firewall settings need to be reviewed to address the security breach.,urgent
Data Breach Confirmed! Urgent Investigation Needed. The entire system is unresponsive and needs immediate resolution.,Data Breach Confirmed! Urgent Investigation Needed,The entire system is unresponsive and needs immediate resolution.,urgent
Urgent: Stakeholder Meeting Postponed. A critical bug has been detected that is halting operations.,Urgent: Stakeholder Meeting Postponed,A critical bug has been detected that is halting operations.,urgent
"Emergency: Hardware Malfunction. The main network is down, affecting all departments.",Emergency: Hardware Malfunction,"The main network is down, affecting all departments.",urgent
High-Priority: Payment Gateway Down. The entire system is unresponsive and needs immediate resolution.,High-Priority: Payment Gateway Down,The entire system is unresponsive and needs immediate resolution.,urgent
Network Crash Impacting All Users. All transactions are failing due to a payment gateway issue.,Network Crash Impacting All Users,All transactions are failing due to a payment gateway issue.,urgent
"Data Breach Confirmed! Urgent Investigation Needed. The main network is down, affecting all departments.",Data Breach Confirmed! Urgent Investigation Needed,"The main network is down, affecting all departments.",urgent
Suggestion: Enhance FAQ Section. This is a reminder about the scheduled maintenance this weekend.,Suggestion: Enhance FAQ Section,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Query Regarding Leave Balances. The office directory update is pending; kindly confirm the changes.,Query Regarding Leave Balances,The office directory update is pending; kindly confirm the changes.,not_urgent
Security Incident: Firewall Breach. Unauthorized access detected; escalate to the security team immediately.,Security Incident: Firewall Breach,Unauthorized access detected; escalate to the security team immediately.,urgent
Request for Profile Update. The issue is not urgent and can wait for regular working hours.,Request for Profile Update,The issue is not urgent and can wait for regular working hours.,not_urgent
Security Incident: Firewall Breach. Production servers are overheating; shutdown required to prevent damage.,Security Incident: Firewall Breach,Production servers are overheating; shutdown required to prevent damage.,urgent
Suggestion: Enhance FAQ Section. The issue is not urgent and can wait for regular working hours.,Suggestion: Enhance FAQ Section,The issue is not urgent and can wait for regular working hours.,not_urgent
High-Priority: Payment Gateway Down. Please address this issue before the end of the day to avoid escalation.,High-Priority: Payment Gateway Down,Please address this issue before the end of the day to avoid escalation.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Sensitive data has been exposed; we need to secure the system urgently.,Data Breach Confirmed! Urgent Investigation Needed,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Reminder: Upcoming Maintenance. We would like your input on the new website design.,Reminder: Upcoming Maintenance,We would like your input on the new website design.,not_urgent
High-Priority: Payment Gateway Down. Sensitive data has been exposed; we need to secure the system urgently.,High-Priority: Payment Gateway Down,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Critical Alert: Unauthorized Access Detected. The entire system is unresponsive and needs immediate resolution.,Critical Alert: Unauthorized Access Detected,The entire system is unresponsive and needs immediate resolution.,urgent
Monthly Performance Review Meeting. Please update the user profile picture at your earliest convenience.,Monthly Performance Review Meeting,Please update the user profile picture at your earliest convenience.,not_urgent
Critical Bug in Production Environment. Sensitive data has been exposed; we need to secure the system urgently.,Critical Bug in Production Environment,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Query Regarding Leave Balances. Review the updated work-from-home guidelines attached herewith.,Query Regarding Leave Balances,Review the updated work-from-home guidelines attached herewith.,not_urgent
Feedback Needed on Website Design. We would like your input on the new website design.,Feedback Needed on Website Design,We would like your input on the new website design.,not_urgent
Critical Alert: Unauthorized Access Detected. Sensitive data has been exposed; we need to secure the system urgently.,Critical Alert: Unauthorized Access Detected,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Emergency: Hardware Malfunction. Please address this issue before the end of the day to avoid escalation.,Emergency: Hardware Malfunction,Please address this issue before the end of the day to avoid escalation.,urgent
Critical Bug in Production Environment. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Bug in Production Environment,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Reminder: Upcoming Maintenance. Routine log checks are required as part of the maintenance schedule.,Reminder: Upcoming Maintenance,Routine log checks are required as part of the maintenance schedule.,not_urgent
Network Crash Impacting All Users. Sensitive data has been exposed; we need to secure the system urgently.,Network Crash Impacting All Users,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Critical Bug in Production Environment. Firewall settings need to be reviewed to address the security breach.,Critical Bug in Production Environment,Firewall settings need to be reviewed to address the security breach.,urgent
Query Regarding Leave Balances. We would like your input on the new website design.,Query Regarding Leave Balances,We would like your input on the new website design.,not_urgent
Emergency: Hardware Malfunction. All transactions are failing due to a payment gateway issue.,Emergency: Hardware Malfunction,All transactions are failing due to a payment gateway issue.,urgent
Query Regarding Leave Balances. Please update the user profile picture at your earliest convenience.,Query Regarding Leave Balances,Please update the user profile picture at your earliest convenience.,not_urgent
Feedback Needed on Website Design. The issue is not urgent and can wait for regular working hours.,Feedback Needed on Website Design,The issue is not urgent and can wait for regular working hours.,not_urgent
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
"Critical Alert: Unauthorized Access Detected. The main network is down, affecting all departments.",Critical Alert: Unauthorized Access Detected,"The main network is down, affecting all departments.",urgent
System Outage: Immediate Action Required. Please address this issue before the end of the day to avoid escalation.,System Outage: Immediate Action Required,Please address this issue before the end of the day to avoid escalation.,urgent
Follow-Up: Employee Satisfaction Survey. Consider adding more details to the FAQ section for better clarity.,Follow-Up: Employee Satisfaction Survey,Consider adding more details to the FAQ section for better clarity.,not_urgent
Critical Alert: Unauthorized Access Detected. Firewall settings need to be reviewed to address the security breach.,Critical Alert: Unauthorized Access Detected,Firewall settings need to be reviewed to address the security breach.,urgent
Data Breach Confirmed! Urgent Investigation Needed. A critical bug has been detected that is halting operations.,Data Breach Confirmed! Urgent Investigation Needed,A critical bug has been detected that is halting operations.,urgent
Feedback Needed on Website Design. The issue is not urgent and can wait for regular working hours.,Feedback Needed on Website Design,The issue is not urgent and can wait for regular working hours.,not_urgent
Emergency: Hardware Malfunction. Sensitive data has been exposed; we need to secure the system urgently.,Emergency: Hardware Malfunction,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Policy Update: Work from Home Guidelines. Can you confirm the leave balance for the current year?,Policy Update: Work from Home Guidelines,Can you confirm the leave balance for the current year?,not_urgent
Confirmation of Office Directory Update. Consider adding more details to the FAQ section for better clarity.,Confirmation of Office Directory Update,Consider adding more details to the FAQ section for better clarity.,not_urgent
Confirmation of Office Directory Update. Review the updated work-from-home guidelines attached herewith.,Confirmation of Office Directory Update,Review the updated work-from-home guidelines attached herewith.,not_urgent
Network Crash Impacting All Users. Sensitive data has been exposed; we need to secure the system urgently.,Network Crash Impacting All Users,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Reminder: Upcoming Maintenance. This is not critical and can be resolved later.,Reminder: Upcoming Maintenance,This is not critical and can be resolved later.,not_urgent
Feedback Needed on Website Design. This is not critical and can be resolved later.,Feedback Needed on Website Design,This is not critical and can be resolved later.,not_urgent
Request for Profile Update. Consider adding more details to the FAQ section for better clarity.,Request for Profile Update,Consider adding more details to the FAQ section for better clarity.,not_urgent
System Outage: Immediate Action Required. The entire system is unresponsive and needs immediate resolution.,System Outage: Immediate Action Required,The entire system is unresponsive and needs immediate resolution.,urgent
Policy Update: Work from Home Guidelines. Please update the user profile picture at your earliest convenience.,Policy Update: Work from Home Guidelines,Please update the user profile picture at your earliest convenience.,not_urgent
Urgent: Stakeholder Meeting Postponed. A critical bug has been detected that is halting operations.,Urgent: Stakeholder Meeting Postponed,A critical bug has been detected that is halting operations.,urgent
Query Regarding Leave Balances. Please update the user profile picture at your earliest convenience.,Query Regarding Leave Balances,Please update the user profile picture at your earliest convenience.,not_urgent
"Emergency: Hardware Malfunction. The main network is down, affecting all departments.",Emergency: Hardware Malfunction,"The main network is down, affecting all departments.",urgent
Query Regarding Leave Balances. The office directory update is pending; kindly confirm the changes.,Query Regarding Leave Balances,The office directory update is pending; kindly confirm the changes.,not_urgent
"Production Server Failure: Resolve ASAP. The main network is down, affecting all departments.",Production Server Failure: Resolve ASAP,"The main network is down, affecting all departments.",urgent
Critical Bug in Production Environment. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Bug in Production Environment,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Request for Profile Update. Routine log checks are required as part of the maintenance schedule.,Request for Profile Update,Routine log checks are required as part of the maintenance schedule.,not_urgent
Suggestion: Enhance FAQ Section. Please update the user profile picture at your earliest convenience.,Suggestion: Enhance FAQ Section,Please update the user profile picture at your earliest convenience.,not_urgent
Monthly Performance Review Meeting. The issue is not urgent and can wait for regular working hours.,Monthly Performance Review Meeting,The issue is not urgent and can wait for regular working hours.,not_urgent
Security Incident: Firewall Breach. Sensitive data has been exposed; we need to secure the system urgently.,Security Incident: Firewall Breach,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Query Regarding Leave Balances. This is a reminder about the scheduled maintenance this weekend.,Query Regarding Leave Balances,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Unauthorized access detected; escalate to the security team immediately.,Data Breach Confirmed! Urgent Investigation Needed,Unauthorized access detected; escalate to the security team immediately.,urgent
Routine Check: System Logs. Performance reviews for all employees will be conducted next week.,Routine Check: System Logs,Performance reviews for all employees will be conducted next week.,not_urgent
Critical Alert: Unauthorized Access Detected. A critical bug has been detected that is halting operations.,Critical Alert: Unauthorized Access Detected,A critical bug has been detected that is halting operations.,urgent
Suggestion: Enhance FAQ Section. This is a reminder about the scheduled maintenance this weekend.,Suggestion: Enhance FAQ Section,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Critical Bug in Production Environment. Unauthorized access detected; escalate to the security team immediately.,Critical Bug in Production Environment,Unauthorized access detected; escalate to the security team immediately.,urgent
Follow-Up: Employee Satisfaction Survey. Consider adding more details to the FAQ section for better clarity.,Follow-Up: Employee Satisfaction Survey,Consider adding more details to the FAQ section for better clarity.,not_urgent
Critical Alert: Unauthorized Access Detected. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Alert: Unauthorized Access Detected,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Production Server Failure: Resolve ASAP. The scheduled meeting with stakeholders has been delayed; inform all parties.,Production Server Failure: Resolve ASAP,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
High-Priority: Payment Gateway Down. Production servers are overheating; shutdown required to prevent damage.,High-Priority: Payment Gateway Down,Production servers are overheating; shutdown required to prevent damage.,urgent
Feedback Needed on Website Design. The office directory update is pending; kindly confirm the changes.,Feedback Needed on Website Design,The office directory update is pending; kindly confirm the changes.,not_urgent
Request for Profile Update. The issue is not urgent and can wait for regular working hours.,Request for Profile Update,The issue is not urgent and can wait for regular working hours.,not_urgent
Request for Profile Update. Performance reviews for all employees will be conducted next week.,Request for Profile Update,Performance reviews for all employees will be conducted next week.,not_urgent
Urgent: Stakeholder Meeting Postponed. Firewall settings need to be reviewed to address the security breach.,Urgent: Stakeholder Meeting Postponed,Firewall settings need to be reviewed to address the security breach.,urgent
Monthly Performance Review Meeting. Review the updated work-from-home guidelines attached herewith.,Monthly Performance Review Meeting,Review the updated work-from-home guidelines attached herewith.,not_urgent
Reminder: Upcoming Maintenance. The office directory update is pending; kindly confirm the changes.,Reminder: Upcoming Maintenance,The office directory update is pending; kindly confirm the changes.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Firewall settings need to be reviewed to address the security breach.,Data Breach Confirmed! Urgent Investigation Needed,Firewall settings need to be reviewed to address the security breach.,urgent
Monthly Performance Review Meeting. Can you confirm the leave balance for the current year?,Monthly Performance Review Meeting,Can you confirm the leave balance for the current year?,not_urgent
Urgent: Stakeholder Meeting Postponed. Production servers are overheating; shutdown required to prevent damage.,Urgent: Stakeholder Meeting Postponed,Production servers are overheating; shutdown required to prevent damage.,urgent
Monthly Performance Review Meeting. Please update the user profile picture at your earliest convenience.,Monthly Performance Review Meeting,Please update the user profile picture at your earliest convenience.,not_urgent
Critical Alert: Unauthorized Access Detected. Sensitive data has been exposed; we need to secure the system urgently.,Critical Alert: Unauthorized Access Detected,Sensitive data has been exposed; we need to secure the system urgently.,urgent
"Production Server Failure: Resolve ASAP. The main network is down, affecting all departments.",Production Server Failure: Resolve ASAP,"The main network is down, affecting all departments.",urgent
High-Priority: Payment Gateway Down. Production servers are overheating; shutdown required to prevent damage.,High-Priority: Payment Gateway Down,Production servers are overheating; shutdown required to prevent damage.,urgent
Network Crash Impacting All Users. Production servers are overheating; shutdown required to prevent damage.,Network Crash Impacting All Users,Production servers are overheating; shutdown required to prevent damage.,urgent
High-Priority: Payment Gateway Down. All transactions are failing due to a payment gateway issue.,High-Priority: Payment Gateway Down,All transactions are failing due to a payment gateway issue.,urgent
Follow-Up: Employee Satisfaction Survey. Please update the user profile picture at your earliest convenience.,Follow-Up: Employee Satisfaction Survey,Please update the user profile picture at your earliest convenience.,not_urgent
Request for Profile Update. Routine log checks are required as part of the maintenance schedule.,Request for Profile Update,Routine log checks are required as part of the maintenance schedule.,not_urgent
System Outage: Immediate Action Required. The entire system is unresponsive and needs immediate resolution.,System Outage: Immediate Action Required,The entire system is unresponsive and needs immediate resolution.,urgent
"Critical Bug in Production Environment. The main network is down, affecting all departments.",Critical Bug in Production Environment,"The main network is down, affecting all departments.",urgent
"Urgent: Stakeholder Meeting Postponed. The main network is down, affecting all departments.",Urgent: Stakeholder Meeting Postponed,"The main network is down, affecting all departments.",urgent
Routine Check: System Logs. The office directory update is pending; kindly confirm the changes.,Routine Check: System Logs,The office directory update is pending; kindly confirm the changes.,not_urgent
Follow-Up: Employee Satisfaction Survey. Can you confirm the leave balance for the current year?,Follow-Up: Employee Satisfaction Survey,Can you confirm the leave balance for the current year?,not_urgent
Critical Alert: Unauthorized Access Detected. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Alert: Unauthorized Access Detected,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Suggestion: Enhance FAQ Section. Can you confirm the leave balance for the current year?,Suggestion: Enhance FAQ Section,Can you confirm the leave balance for the current year?,not_urgent
Network Crash Impacting All Users. Production servers are overheating; shutdown required to prevent damage.,Network Crash Impacting All Users,Production servers are overheating; shutdown required to prevent damage.,urgent
Confirmation of Office Directory Update. Routine log checks are required as part of the maintenance schedule.,Confirmation of Office Directory Update,Routine log checks are required as part of the maintenance schedule.,not_urgent
Security Incident: Firewall Breach. The entire system is unresponsive and needs immediate resolution.,Security Incident: Firewall Breach,The entire system is unresponsive and needs immediate resolution.,urgent
Critical Alert: Unauthorized Access Detected. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Alert: Unauthorized Access Detected,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Policy Update: Work from Home Guidelines. Consider adding more details to the FAQ section for better clarity.,Policy Update: Work from Home Guidelines,Consider adding more details to the FAQ section for better clarity.,not_urgent
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
Emergency: Hardware Malfunction. The entire system is unresponsive and needs immediate resolution.,Emergency: Hardware Malfunction,The entire system is unresponsive and needs immediate resolution.,urgent
Routine Check: System Logs. Performance reviews for all employees will be conducted next week.,Routine Check: System Logs,Performance reviews for all employees will be conducted next week.,not_urgent
Urgent: Stakeholder Meeting Postponed. Please address this issue before the end of the day to avoid escalation.,Urgent: Stakeholder Meeting Postponed,Please address this issue before the end of the day to avoid escalation.,urgent
Critical Alert: Unauthorized Access Detected. Unauthorized access detected; escalate to the security team immediately.,Critical Alert: Unauthorized Access Detected,Unauthorized access detected; escalate to the security team immediately.,urgent
Security Incident: Firewall Breach. Please address this issue before the end of the day to avoid escalation.,Security Incident: Firewall Breach,Please address this issue before the end of the day to avoid escalation.,urgent
Routine Check: System Logs. This is a reminder about the scheduled maintenance this weekend.,Routine Check: System Logs,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Monthly Performance Review Meeting. Routine log checks are required as part of the maintenance schedule.,Monthly Performance Review Meeting,Routine log checks are required as part of the maintenance schedule.,not_urgent
Network Crash Impacting All Users. The scheduled meeting with stakeholders has been delayed; inform all parties.,Network Crash Impacting All Users,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Production Server Failure: Resolve ASAP. All transactions are failing due to a payment gateway issue.,Production Server Failure: Resolve ASAP,All transactions are failing due to a payment gateway issue.,urgent
