label,processed_text,priority,urgency
2,High Importance Patch: Sticker reaction feature causing app slowdown,high,urgent
1,Sensor Fusion Algorithm Produces Jittery Output,medium,not_urgent
0,NPD new entry form missing critical fields,low,not_urgent
2,Immediate Security Patch: Leak of user metadata in logs,high,urgent
1,Debug Interface Locks Up After Extended Use,medium,not_urgent
0,CRM contact history failing to show complete interaction logs,low,not_urgent
2,Top Priority Correction Needed: Unreliable message flagging system,high,urgent
1,Analog Signal Conditioning Circuit Introduces Offset,medium,not_urgent
0,Sales contract renewal workflow missing automated reminders,low,not_urgent
2,Critical Remedy: Group management tools missing critical features,high,urgent
1,Faulty EEPROM Initialization Corrupts Data,medium,not_urgent
0,Recruitment portal's security settings need finer adjustments,low,not_urgent
2,Urgent Action Required: Incorrect alignment of chat bubbles on iOS,high,urgent
1,Misconfigured PLL Causes Clock Instability,medium,not_urgent
0,NPD project planning tool misaligns with project timelines,low,not_urgent
2,High Priority Update: Video message playback error on certain devices,high,urgent
1,Infrared Communication Suffers from Ambient Light Interference,medium,not_urgent
0,CRM team collaboration features not working in real-time,low,not_urgent
2,Immediate Fix Required: Chat load failure after receiving specific emoji combinations,high,urgent
1,Reset Circuit Fails to Trigger Under Specific Conditions,medium,not_urgent
0,Discrepancies in sales volume reporting across different modules,low,not_urgent
2,Top Priority Issue: Incomplete user block functionality,high,urgent
1,Microcontroller Does Not Wake from Sleep Mode on Interrupt,medium,not_urgent
0,Recruitment dashboard slow to reflect changes,low,not_urgent
2,Critical Bug in Chat Restoration Process,high,urgent
1,Power Management Algorithm Inefficient in Idle State,medium,not_urgent
0,NPD component testing phase checklist incomplete,low,not_urgent
2,Urgent Patch Required: Auto-update feature breaking chat continuity,high,urgent
1,Noise Figure Exceeds Tolerance in RF Amplifier,medium,not_urgent
0,CRM new user setup guide outdated,low,not_urgent
2,High Priority Correction: Slow file transfer speeds within the app,high,urgent
1,ADC Conversion Rate Slower Than Expected,medium,not_urgent
0,Sales forecast model fails to adjust for market trends,low,not_urgent
2,Immediate Update Needed: Broken integration with contact list on some phones,high,urgent
1,Failure to Clear Interrupt Flags Causes Processor Stall,medium,not_urgent
0,Duplicate candidate profiles in recruitment system,low,not_urgent
2,Top Priority Security Patch: Inadequate logging of user activities,high,urgent
1,Corrosion on Connectors Leads to Intermittent Failures,medium,not_urgent
0,NPD resource scheduling conflicts not clearly reported,low,not_urgent
2,Critical Update Required: Missing translation for chat commands,high,urgent
1,Intermittent API Gateway Timeout Errors,medium,not_urgent
0,CRM report filters not retaining user customizations,low,not_urgent
2,Urgent Fix Needed: Incorrect status icon visibility,high,urgent
1,Cloud Storage Bucket Permissions Not Updating,medium,not_urgent
0,Inaccurate lead source tracking in sales analytics,low,not_urgent
2,High Importance Remedy: Server-side chat history purge not working,high,urgent
1,Unexpected Instance Reboot in Compute Cluster,medium,not_urgent
0,Recruitment background check integration fails intermittently,low,not_urgent
2,Immediate Resolution: Chat colors revert to default after restart,high,urgent
1,Slow Response Times from Microservices in Kubernetes,medium,not_urgent
0,NPD idea approval process lacks necessary detail in audit logs,low,not_urgent
2,Top Priority Bug Correction: Failed to detect network changes in real-time,high,urgent
1,Memory Usage Spikes in Docker Containers,medium,not_urgent
0,Message timestamp sometimes appears in the wrong timezone,low,not_urgent
2,Critical Security Fix: Session hijacking vulnerability detected,high,urgent
1,Database Connection Leak in Cloud SQL,medium,not_urgent
0,Chat window scrolls up slightly when a new message is received,low,not_urgent
2,Urgent Update: Chat app not loading past login screen on some devices,high,urgent
1,Failed Deployments Due to Misconfigured Health Checks,medium,not_urgent
0,Emoji picker lags when switching categories,low,not_urgent
2,High Priority Immediate Fix: User bio not displaying special characters correctly,high,urgent
1,Incorrect Auto-scaling Behavior Under Load,medium,not_urgent
0,Read receipts occasionally show incorrectly for some users,low,not_urgent
2,Immediate Critical Resolution: Frequent interruptions during audio calls,high,urgent
1,Data Corruption in Block Storage Service,medium,not_urgent
0,Typing indicator stops displaying after one minute,low,not_urgent
2,Top Priority Update: Text-to-speech feature inaccurately converting messages,high,urgent
1,VM Snapshot Feature Fails Intermittently,medium,not_urgent
0,Notification sounds do not play on some devices,low,not_urgent
2,Critical Correction Needed: Integration with calendar apps causing crashes,high,urgent
1,S3 Bucket Public Access Block Not Enforcing,medium,not_urgent
0,User status shows online when the app is closed on the device,low,not_urgent
2,Urgent Action: Delay in account deactivation after user request,high,urgent
1,Load Balancer Not Distributing Traffic Evenly,medium,not_urgent
0,Search in chat does not highlight matched terms,low,not_urgent
2,High Importance Bug Fix: Inconsistent handling of push notifications,high,urgent
1,Lambda Function Triggering Multiple Times,medium,not_urgent
0,Messages sent during connection loss sometimes duplicate,low,not_urgent
2,Immediate Security Patch: Chat app susceptible to cross-site scripting (XSS),high,urgent
1,Inconsistent CloudFront Content Delivery,medium,not_urgent
0,Profile pictures take too long to load on group chat,low,not_urgent
2,Top Priority Remedy: Out-of-sync chat lists after app updates,high,urgent
1,IAM Roles Not Effectively Limiting Permissions,medium,not_urgent
0,Video call button unresponsive in certain conditions,low,not_urgent
2,Critical Patch: Image resolution reduction not functioning in chat,high,urgent
1,Cloud Watch Logs Missing Entries,medium,not_urgent
0,Last seen time updates inaccurately on app re-launch,low,not_urgent
2,Urgent Attention Required: Multi-device login leading to data inconsistency,high,urgent
1,Intermittent Connectivity Issues with VPC Peering,medium,not_urgent
0,Muted conversations sometimes show notifications,low,not_urgent
2,High Priority Update: Delayed activation of privacy settings,high,urgent
1,Azure Blob Storage Access Delay,medium,not_urgent
0,App crashes occasionally when sharing high-resolution images,low,not_urgent
2,Immediate Critical Fix: Inability to retract sent messages,high,urgent
1,Redundancy Failure of Multi-AZ RDS Instances,medium,not_urgent
0,Message deletion for everyone fails to remove the message for some participants,low,not_urgent
2,Top Priority Resolution: Chat pinning feature intermittently failing,high,urgent
1,Ineffective Resource Tagging Affects Billing Report,medium,not_urgent
0,Voice message recording gets cut off at 60 seconds without warning,low,not_urgent
2,Pagination fails to load next set of results on user list page,high,urgent
1,Container Service Fails to Scale Down Properly,medium,not_urgent
0,Group chat names do not update in real-time for all members,low,not_urgent
2,Filter dropdown does not close on selection in mobile view,high,urgent
1,Intermittent Failure in Cloud DNS Resolution,medium,not_urgent
0,Archived chats reappear after receiving a new message from the same user,low,not_urgent
2,Sorting by date throws 500 Internal Server Error on blog page,high,urgent
1,Faulty Deployment of ARM Templates,medium,not_urgent
0,File attachment icon overlaps send message button on smaller screens,low,not_urgent
2,Infinite loop detected when filtering search results,high,urgent
1,Network Latency Anomalies in Azure Virtual Network,medium,not_urgent
0,Chat background resets to default after app update,low,not_urgent
2,AJAX pagination breaks on the product catalog under heavy load,high,urgent
1,Orphaned Snapshots Increase Storage Costs,medium,not_urgent
0,Delayed notifications for new messages in certain scenarios,low,not_urgent
2,Incorrect items count per page displayed on search results,high,urgent
1,Resource Group Deletion Stuck in Pending State,medium,not_urgent
0,Auto-download setting for media doesn't work as expected,low,not_urgent
2,Slow response time when applying filters in the archive section,high,urgent
1,GCP Load Balancer SSL Certificate Renewal Fails,medium,not_urgent
0,Stickers sent from recent tab appear as blank,low,not_urgent
2,404 error on page 2 of paginated article list,high,urgent
1,Incorrect Metrics Display in Cloud Monitoring Dashboard,medium,not_urgent
0,Voice calls drop unexpectedly under weak network conditions,low,not_urgent
2,Sorting option resets to default after page refresh,high,urgent
1,Failure to Enforce Multi-factor Authentication,medium,not_urgent
0,"Text formatting (bold, italic) doesn't always display in preview",low,not_urgent
2,Filter by price shows incorrect results in the store section,high,urgent
1,VPN Gateway Drops Connections,medium,not_urgent
0,Message read status sometimes shows incorrect color,low,not_urgent
2,User session expires prematurely when using pagination on account history,high,urgent
1,Object Storage Fails to Sync Across Regions,medium,not_urgent
0,Chat bubbles overlap when messages are sent in quick succession,low,not_urgent
2,Page jumps back to top after selecting a filter option,high,urgent
1,NoSQL Database Performance Degradation Over Time,medium,not_urgent
0,Contact sync process stalls intermittently,low,not_urgent
2,Redundant page reloads when new sorting is applied,high,urgent
1,Misfires in Cloud Scheduler Jobs,medium,not_urgent
0,Link preview generation fails for some URLs,low,not_urgent
2,Misalignment of pagination buttons on mobile devices,high,urgent
1,Slow File Transfer Speeds in Content Delivery Network,medium,not_urgent
0,User unable to remove themselves from group chats,low,not_urgent
2,Search results pagination overlays footer content on small screens,high,urgent
1,AWS EC2 Reserved Instances Not Utilized Optimally,medium,not_urgent
0,Chat history backup process fails to complete on some devices,low,not_urgent
2,Broken sorting functionality after clearing search query,high,urgent
1,Temporary Loss of Access to Managed Kubernetes API,medium,not_urgent
0,App language does not update until restart after changing settings,low,not_urgent
2,Duplicate entries in dropdown filter on the reports page,high,urgent
1,Unexplained Charges for Cloud Resources,medium,not_urgent
0,Incoming message alert interrupts active voice message playback,low,not_urgent
2,Memory leak when filtering large datasets,high,urgent
1,Cross-Origin Resource Sharing (CORS) Errors,medium,not_urgent
0,Double-tap to like a message does not work intermittently,low,not_urgent
2,Pagination missing on the 'All Posts' admin page,high,urgent
1,Security Group Rules Not Applied to New Instances,medium,not_urgent
0,Profile update screen freezes on submitting with slow network,low,not_urgent
2,Inconsistent sorting order by name in user management,high,urgent
1,Error in Rolling Update Process of ECS Services,medium,not_urgent
0,Chat interface orientation does not rotate properly on tablets,low,not_urgent
2,Broken URL after applying multiple filters,high,urgent
1,Excessive Delay in Processing Queue Messages,medium,not_urgent
0,User mentions in group chats do not notify the mentioned user,low,not_urgent
2,Sorting by relevance does not prioritize expected results,high,urgent
1,Azure Active Directory Sync Issues,medium,not_urgent
0,Delayed typing status when switching between multiple chats,low,not_urgent
2,Filters not resetting when clicking the 'Reset' button,high,urgent
1,Inconsistent Data Encryption at Rest,medium,not_urgent
0,Unintended scroll to top in chat when new message notification arrives,low,not_urgent
2,Pagination buttons unresponsive on the project gallery page,high,urgent
1,Firewall Rules Not Updated on Schedule,medium,not_urgent
0,Voice notes play at high volume initially regardless of setting,low,not_urgent
2,Cross-site scripting vulnerability in search query handling,high,urgent
1,Elastic IP Address Randomly Disassociates,medium,not_urgent
0,Block user feature does not immediately take effect,low,not_urgent
2,Missing pagination in mobile view for latest news section,high,urgent
1,Service Account Key Rotation Not Functioning,medium,not_urgent
0,Incorrect badge count on app icon for unread messages,low,not_urgent
2,SQL injection vulnerability through sort parameter,high,urgent
1,Function App Cold Start Delays,medium,not_urgent
0,Keyboard does not dismiss when swiping down from message input field,low,not_urgent
2,Filter panel does not support multiple selections,high,urgent
1,Unexpected Deletion of CloudFormation Stacks,medium,not_urgent
0,App settings reset to defaults after logout,low,not_urgent
2,Page number discrepancies in pagination,high,urgent
1,Misconfigured Cloud Trail Causes Data Loss,medium,not_urgent
0,Error when trying to change chat theme in group settings,low,not_urgent
2,Conflicting sort parameters lead to unpredictable results,high,urgent
1,Container Registry Authentication Errors,medium,not_urgent
0,Delayed message delivery when app is not in focus,low,not_urgent
2,Non-functional scrolling on filtered results with touch devices,high,urgent
1,API Throttling Causing Service Disruption,medium,not_urgent
0,User avatars disappear randomly from the chat list,low,not_urgent
2,Overlapping text on pagination buttons in Firefox,high,urgent
1,Data Integrity Issues with Cloud Backup,medium,not_urgent
0,Message forwarding option missing for certain types of messages,low,not_urgent
2,Incorrect handling of empty result sets with active filters,high,urgent
1,Serverless Architecture Incurring Unexpected Costs,medium,not_urgent
0,Received images do not display in the media gallery intermittently,low,not_urgent
2,Failed to maintain filter state after page reload,high,urgent
1,Config Service Compliance Check Fails,medium,not_urgent
0,Search results in chat do not display all relevant messages,low,not_urgent
2,Visible lag when sorting high-resolution image galleries,high,urgent
1,Volume Attachment Issues with EC2 Instances,medium,not_urgent
0,Video playback controls disappear when rotating device,low,not_urgent
2,Lost focus on search field after pagination,high,urgent
1,Pricing Calculator Giving Incorrect Estimates,medium,not_urgent
0,Pinned chats unpin on their own after app restart,low,not_urgent
2,Sort by newest not updating real-time on new entries,high,urgent
1,Glacier Restore Requests Timing Out,medium,not_urgent
0,Incorrect error message when trying to send empty messages,low,not_urgent
2,Unintuitive tab order in sorting and pagination controls,high,urgent
1,EBS Volume Performance Inconsistency,medium,not_urgent
0,Media caption field accepts text but does not display with media,low,not_urgent
2,CSS styling issues of filters on Safari browser,high,urgent
1,Visibility Issues in Resource Management,medium,not_urgent
0,Contact list loads slowly when accessing through the share menu,low,not_urgent
2,JavaScript error when switching sorting options quickly,high,urgent
1,Intermittent Errors in Managed Message Queuing,medium,not_urgent
0,Status updates do not clear after 24 hours as expected,low,not_urgent
2,Filter modal accessibility issues for keyboard users,high,urgent
1,Failure in Replication of Database Across Zones,medium,not_urgent
0,Custom notification sounds reset to default for specific chats,low,not_urgent
2,Inconsistent pagination behavior across different browsers,high,urgent
1,Outdated Cloud Policy Affects User Access,medium,not_urgent
0,Chat window does not close on pressing the back button in certain layouts,low,not_urgent
2,Dropdown filters close unexpectedly on data entry,high,urgent
1,Inadequate Logging of User Activities,medium,not_urgent
0,Group chat admin cannot add new members in some cases,low,not_urgent
2,Broken alphabetical sorting in non-English characters,high,urgent
1,Cloud Service Provider API Rate Limit Exceeded,medium,not_urgent
0,Video call quality degrades without indication of network issue,low,not_urgent
2,Memory overflow when multiple filters are applied simultaneously,high,urgent
1,Cloud Directory Sync Process Stalled,medium,not_urgent
0,Auto-reply feature sends duplicate replies,low,not_urgent
2,Pagination component does not reflect current page in URL,high,urgent
1,Inability to Resize Disk on Virtual Machine,medium,not_urgent
0,Draft messages disappear when switching between chats,low,not_urgent
2,Filter by status fails in the task management module,high,urgent
1,Intermittent Failing of Cloud Scheduler,medium,not_urgent
0,Message bubble color does not change with theme settings,low,not_urgent
2,User unable to remove filters once applied without reloading,high,urgent
1,Unscheduled Maintenance Impacting Availability Zones,medium,not_urgent
0,Timestamps in chat do not update in real-time,low,not_urgent
2,Sorting arrows misaligned in table headers,high,urgent
1,Failed Assertions in Cloud Deployment Scripts,medium,not_urgent
0,Disappearing messages feature fails in specific scenarios,low,not_urgent
2,Database deadlock when applying filters and sorting simultaneously,high,urgent
1,Virtual Network Gateway Connectivity Lag,medium,not_urgent
0,Profile picture cropping tool malfunctions on some devices,low,not_urgent
2,Server timeout when loading filtered data on finance records,high,urgent
1,Auto-Scaling Fails to Trigger During Peak Load,medium,not_urgent
0,Chat search functionality becomes unresponsive with large chat histories,low,not_urgent
2,Sorting icons flicker on mouse hover,high,urgent
1,Dynamic Configuration Updates Not Propagating,medium,not_urgent
0,Link sharing via chat sometimes attaches wrong thumbnails,low,not_urgent
2,Pagination fails to adjust when number of items per page is changed,high,urgent
1,Excessive Memory Consumption in PaaS Services,medium,not_urgent
0,App crashes when attempting to export chat on some devices,low,not_urgent
2,Filter results not matching the criteria selected by user,high,urgent
1,Data Loss During Migration to Managed Instances,medium,not_urgent
0,Notification preview does not hide sensitive content as set in settings,low,not_urgent
2,Sorting fails to persist through pagination in user logs,high,urgent
1,Instance Type Availability Region Mismatch,medium,not_urgent
0,Repeated notifications for the same received message,low,not_urgent
2,Unexpected error when filtering by date in specific timezone,high,urgent
1,Configuration Drift in Infrastructure as Code,medium,not_urgent
0,Chat sorting does not adhere to the most recent message consistently,low,not_urgent
2,Jittery pagination controls on scroll in mobile browsers,high,urgent
1,Cloud Billing API Returns Incorrect Data,medium,not_urgent
0,Unable to select multiple chats for bulk deletion,low,not_urgent
2,Inconsistent UI rendering after filter application on products page,high,urgent
1,Event Hub Experiencing High Latency,medium,not_urgent
0,Screen share stops unexpectedly during video calls,low,not_urgent
2,Cache issue causes old data to appear after applying new filters,high,urgent
1,Underutilization of Provisioned IOPS,medium,not_urgent
0,Read-only group chats allow message input under certain conditions,low,not_urgent
2,Query parameter manipulation through pagination links,high,urgent
1,Contention Issues on Shared Cloud Resources,medium,not_urgent
0,Message pinning does not work for some users,low,not_urgent
2,Filter overlay does not close on outside click,high,urgent
1,SDK Compatibility Issues with Legacy Systems,medium,not_urgent
0,Background data usage excessively high for chat app operations,low,not_urgent
2,Sorting by rating does not reflect recent user reviews,high,urgent
1,Container Orchestration Service Failing to Update,medium,not_urgent
0,Camera access from within app fails occasionally,low,not_urgent
2,Pagination displays more pages than available results,high,urgent
1,Improper Load Balancing in Multi-cloud Environment,medium,not_urgent
0,User notes added to contacts do not save,low,not_urgent
2,Delay in filter application on high-traffic pages,high,urgent
1,Persistent Volume Claims Stuck in Pending State,medium,not_urgent
0,Scheduled messages send at incorrect times,low,not_urgent
2,Broken responsive design of sorting toolbar in tablet mode,high,urgent
1,Fluctuations in Network Throughput Affecting Performance,medium,not_urgent
0,Last message preview in chat list shows HTML entities,low,not_urgent
2,User redirected to incorrect page number after data update,high,urgent
1,Stateful Set Rolling Updates Causing Downtime,medium,not_urgent
0,Custom chat wallpapers reset after each app update,low,not_urgent
2,Multiple filters cause page to crash on apply,high,urgent
1,Misconfigured Cloud Endpoints Leading to Data Exposure,medium,not_urgent
0,Connection status indicator remains active despite no internet connection,low,not_urgent
2,Server-side error when multiple users sort data simultaneously,high,urgent
1,Session Management Problems in Cloud Applications,medium,not_urgent
0,Quick reply from notification does not send in some cases,low,not_urgent
2,Missing next button in pagination on archived articles,high,urgent
1,Cloud Service Compliance Audits Failing,medium,not_urgent
0,Group chat settings revert to defaults after app is force closed,low,not_urgent
2,Filter options overlap on the screen without scrolling,high,urgent
1,Data Pipeline Lag Exceeding Expected Time,medium,not_urgent
0,Voice message playback speed setting resets on app relaunch,low,not_urgent
2,Sorting dropdown opens behind other HTML elements,high,urgent
1,Machine Learning Model Training Inconsistently Fails,medium,not_urgent
0,Incorrect sorting of new messages in muted chats,low,not_urgent
2,Incorrectly cached pages after pagination changes,high,urgent
1,Data Leakage in Preprocessing Pipeline,medium,not_urgent
0,Emoji reactions disappear after app restart,low,not_urgent
2,Unresponsive filter buttons on older mobile devices,high,urgent
1,Inaccurate Feature Scaling Affecting Model Performance,medium,not_urgent
0,Video calls fail to reconnect automatically after a dropped connection,low,not_urgent
2,Flashing content when paginating through filtered search results,high,urgent
1,Unexpected Model Predictions Due to Class Imbalance,medium,not_urgent
0,In-app notification banners do not dismiss automatically,low,not_urgent
2,Sorting by last edited does not update dynamically,high,urgent
1,Regression Model Producing Infinite Loop on Edge Cases,medium,not_urgent
0,Multiple accounts switching causes the app to hang,low,not_urgent
2,Filters applied via URL manipulation do not show in UI,high,urgent
1,Jupyter Notebook Crashes on Large Data Load,medium,not_urgent
0,Swiping to close images does not work on first attempt,low,not_urgent
2,Pagination component incorrectly shows fewer pages than expected,high,urgent
1,Missing Values Not Handled in Data Input,medium,not_urgent
0,Persistent 'new message' banner despite reading all messages,low,not_urgent
2,Performance degradation when sorting through large files,high,urgent
1,TensorFlow GPU Allocation Fails Silently,medium,not_urgent
0,Automatic night mode fails to activate under set conditions,low,not_urgent
2,User experiences timeout errors when filtering complex queries,high,urgent
1,Spark Job Failure Due to Memory Overhead,medium,not_urgent
0,App occasionally logs out users without warning,low,not_urgent
2,Inaccessible pagination controls for users with disabilities,high,urgent
1,Misconfigured Hyperparameters in AutoML,medium,not_urgent
0,Media viewer zoom functionality broken on specific images,low,not_urgent
2,Sorting by size does not convert units consistently,high,urgent
1,Model Serialization Error in Scikit-Learn,medium,not_urgent
0,User blocked by mistake cannot be unblocked immediately,low,not_urgent
2,Non-ASCII characters break filters on user content,high,urgent
1,Feature Importance Calculation Returns NaN,medium,not_urgent
0,Group member list does not update without a manual refresh,low,not_urgent
2,Pagination links broken after 10+ pages,high,urgent
1,Outdated Libraries Causing Dependency Conflicts,medium,not_urgent
0,Voice call ringtone plays even when the phone is set to silent,low,not_urgent
2,Filters reset unexpectedly during session timeouts,high,urgent
1,API Endpoint for Model Predictions Times Out,medium,not_urgent
0,Active chat indicator shows on the wrong chat,low,not_urgent
2,Incorrect result count shown after applying several filters,high,urgent
1,Incorrect Data Types Causing Model Training Failure,medium,not_urgent
0,Sent messages delay in displaying 'sent' status,low,not_urgent
2,JavaScript conflicts with sorting functionality on custom modules,high,urgent
1,Deployment Script Fails to Initialize Model Server,medium,not_urgent
0,Received GIFs do not play automatically despite settings,low,not_urgent
2,Server does not respond when pagination is set to max in settings,high,urgent
1,Data Drift Detection Service Unresponsive,medium,not_urgent
0,Location sharing ends prematurely without user action,low,not_urgent
2,Duplicate filter entries shown for categories in search,high,urgent
1,Ineffective Caching of Data Frames in Pandas,medium,not_urgent
0,Audio routing during voice calls defaults to speaker occasionally,low,not_urgent
2,Hidden debug information leaks through pagination errors,high,urgent
1,Model Retraining Schedule Not Triggering,medium,not_urgent
0,Frequent disconnections from chat servers without apparent reason,low,not_urgent
2,Filter placeholders do not clear after selection on iOS,high,urgent
1,Batch Prediction Job Stuck in Queue,medium,not_urgent
0,Chat input field obscured by keyboard after sending long texts,low,not_urgent
2,Sorting parameters ignored when back button used in browser,high,urgent
1,Anomaly Detection Missing Recent Data Points,medium,not_urgent
0,User tags in group chats do not alert the tagged user,low,not_urgent
2,Text overflow in pagination controls on certain devices,high,urgent
1,Natural Language Processing Pipeline Skipping Tokens,medium,not_urgent
0,Multimedia messages fail to resend automatically after failed first attempt,low,not_urgent
2,Misleading filter tooltips leading to user confusion,high,urgent
1,Version Control Issues in ML Experimentation,medium,not_urgent
0,Contact online status flickers between online and last seen,low,not_urgent
2,Sort and filter icons disappear intermittently,high,urgent
1,CUDA Out of Memory Error with Small Batch Sizes,medium,not_urgent
0,Delayed or missing push notifications for some group chats,low,not_urgent
2,Pagination offset not calculated correctly for custom post types,high,urgent
1,ML Model Performance Regression After Update,medium,not_urgent
0,GIF search returns irrelevant results,low,not_urgent
2,Inaccurate sorting of numeric fields as string types,high,urgent
1,Broken Data Pipeline Due to Schema Changes,medium,not_urgent
0,Data migration from old device to new fails at final stage,low,not_urgent
2,Performance issues when multiple filters are active on large datasets,high,urgent
1,API Fails to Return Prediction Confidence Scores,medium,not_urgent
0,Voice call audio drops intermittently during long conversations,low,not_urgent
2,Sorting changes not reflected in export functionality,high,urgent
1,Incorrect Label Encoding in Classification Task,medium,not_urgent
0,Video thumbnail generation takes too long causing UI to freeze,low,not_urgent
2,Server error logs reveal sensitive data through filter queries,high,urgent
1,Database Connection Timeout During Data Fetch,medium,not_urgent
0,Message reactions not synced across devices for the same account,low,not_urgent
2,User reported inconsistent pagination while browsing under different user roles,high,urgent
1,Data Visualization Not Reflecting Real-time Data,medium,not_urgent
0,App consumes battery excessively in the background,low,not_urgent
2,Pagination breaks when unexpected special characters included in search,high,urgent
1,Deep Learning Model Overfitting on Training Data,medium,not_urgent
0,Discrepancy in the count of unread messages displayed,low,not_urgent
2,Sorting and pagination not compliant with newest web accessibility guidelines,high,urgent
1,ML Workflow Notification System Failing,medium,not_urgent
0,Chat app fails to load older messages without manual refresh,low,not_urgent
2,Filtering by date range includes incorrect outliers,high,urgent
1,PySpark DataFrame Operation Generating Errors,medium,not_urgent
0,Attachment download button unresponsive in low network conditions,low,not_urgent
2,Real-time clock fails to update after system suspend,high,urgent
1,Data Augmentation Causing Image Distortion,medium,not_urgent
0,Incorrect display of group chat participants' names,low,not_urgent
2,Sensor data corruption under high temperature conditions,high,urgent
1,Biased Dataset Not Flagged During QA Checks,medium,not_urgent
0,Sticker packs not updating with newly added stickers,low,not_urgent
2,Intermittent communication failure between microcontroller and peripherals,high,urgent
1,Feature Engineering Script Producing Duplicate Values,medium,not_urgent
0,Temporary freezing of chat interface during heavy media sharing,low,not_urgent
2,Firmware update process stalls at 75% completion,high,urgent
1,Inconsistent API Responses for Similar Data Inputs,medium,not_urgent
0,Automatic scrolling to latest message does not always work,low,not_urgent
2,Memory leak observed in embedded networking stack,high,urgent
1,Performance Bottlenecks in Real-time Prediction,medium,not_urgent
0,User settings for chat font size do not apply immediately,low,not_urgent
2,UART communication drops bytes intermittently,high,urgent
1,Error Handling Inadequate in Data Ingestion Service,medium,not_urgent
0,Chat bubble alignment issues in RTL (Right to Left) language settings,low,not_urgent
2,Unexpected system reboot during heavy IO operations,high,urgent
1,Missing Documentation for Custom ML Functions,medium,not_urgent
0,Video calls not initializing when app is not in the foreground,low,not_urgent
2,Touchscreen unresponsive after prolonged use,high,urgent
1,Keras Callback Function Interrupting Training,medium,not_urgent
0,Inconsistent display of typing indicators across different devices,low,not_urgent
2,GPS module loses accuracy after firmware upgrade,high,urgent
1,SQL Injection Vulnerability in Data Query API,medium,not_urgent
0,Old messages reappear as new in certain syncing scenarios,low,not_urgent
2,EEPROM wear out faster than specified,high,urgent
1,Unexplained Variance in Predictive Model Output,medium,not_urgent
0,User reported typo in the default welcome message,low,not_urgent
2,CAN bus overload causes system freeze,high,urgent
1,Docker Container for ML Model Crashes on Startup,medium,not_urgent
0,Incorrect counting of messages in conversation stats,low,not_urgent
2,ADC value fluctuation causing erratic sensor readings,high,urgent
1,Model Bias Towards Certain Demographics Not Checked,medium,not_urgent
0,API error shown briefly when loading chat history,low,not_urgent
2,Battery management system misreports charging levels,high,urgent
1,Faulty Implementation of Cross-validation,medium,not_urgent
0,User is unable to edit their message after a certain period,low,not_urgent
2,System hangs when attempting to enter low power mode,high,urgent
1,Data Sync Issues in Distributed ML Training,medium,not_urgent
0,Profile visibility settings revert after app update,low,not_urgent
2,LED driver fails to maintain constant brightness,high,urgent
1,Incorrect Implementation of Loss Function,medium,not_urgent
0,Silent mode toggle in settings does not work correctly,low,not_urgent
2,Motor control unit outputs unstable torque,high,urgent
1,Flaky Unit Tests for ML Model Code,medium,not_urgent
0,Chat notification tones playing despite conversation being open,low,not_urgent
2,Incorrect calibration data loaded on startup,high,urgent
1,Failure to Clean Up Temporary Files in Data Pipeline,medium,not_urgent
0,Attachment icon misalignment in chat input field,low,not_urgent
2,Corrupted data transfers through SPI under specific conditions,high,urgent
1,Rerun of ML Batch Job Producing Different Results,medium,not_urgent
0,Redundant notification for messages viewed on another device,low,not_urgent
2,I2C bus lock-up during high data throughput,high,urgent
1,Inadequate Handling of Zero Division in Feature Extraction,medium,not_urgent
0,Photo filter options unavailable intermittently,low,not_urgent
2,Real-time operating system timer drifts under load,high,urgent
1,Excessive Logging Slowing Down Data Processing,medium,not_urgent
0,Delayed app startup time noted on older devices,low,not_urgent
2,Wireless module fails to reconnect after signal loss,high,urgent
1,ML Model Fails to Load Updated Dataset Automatically,medium,not_urgent
0,Database sync error occurs sporadically causing data inconsistencies,low,not_urgent
2,Inadequate fault tolerance handling in sensor fusion algorithm,high,urgent
1,Incorrect Assumptions in Time Series Forecasting,medium,not_urgent
0,App crashes when switching rapidly between video and voice calls,low,not_urgent
2,Embedded web server crashes on malformed request,high,urgent
1,Database Deadlocks During Concurrent Data Updates,medium,not_urgent
0,Chat history search does not return all relevant results,low,not_urgent
2,Display controller glitch when changing resolution,high,urgent
1,API Gateway Misconfiguration Exposing Sensitive Data,medium,not_urgent
0,Intermittent failure of push notifications for certain users,low,not_urgent
2,Audio codec produces noise at high volume levels,high,urgent
1,Random Seed Not Set Properly in ML Experiments,medium,not_urgent
0,Inconsistent behavior observed in auto-download of media files,low,not_urgent
2,Flash memory initialization error after power cycle,high,urgent
1,Insufficient Error Logging in ML Model Deployment,medium,not_urgent
0,Mismatch in version compatibility leads to feature discrepancies,low,not_urgent
2,Mismatched impedance causing RF signal integrity issues,high,urgent
1,Data Sampling Method Introducing Bias,medium,not_urgent
0,Occasional incorrect labeling in user interface elements,low,not_urgent
2,Temperature sensor offset not calibrated correctly,high,urgent
1,Outliers Not Detected in Dataset Preprocessing,medium,not_urgent
0,Automatic updates fail to install without user intervention,low,not_urgent
2,Interrupt latency varies unpredictably,high,urgent
1,Training Data Not Shuffled for ML Model,medium,not_urgent
0,Difficulty in accessing chat settings from the main menu,low,not_urgent
2,PWM signal jitter causing servo motor instability,high,urgent
1,Pipeline Stalls on Large Files in Data Processing,medium,not_urgent
